user_id,item_id,item_name,playtime_forever
Ryukaiii,39150,FINAL FANTASY VIII,17
76561198091429493,316790,Grim Fandango Remastered,824
SirParadiseLost,24240,PAYDAY: The Heist,2372
PurpleNedKelly,6060,STAR WARS™ Battlefront™ II,1384
76561198029187828,3900,Sid Meier's Civilization IV,78
mr10166,230410,Warframe,56095
brendoboy,230410,Warframe,4433
NikitaOsworth1991,730,Counter-Strike: Global Offensive,20930
peter-san,730,Counter-Strike: Global Offensive,43264
tobydespankengine,386360,SMITE,28588
DrJWATSON,730,Counter-Strike: Global Offensive,71556
FDAOP,55230,Saints Row: The Third,1290
76561198053677894,230410,Warframe,34640
76561198024028497,227100,Sniper Elite: Nazi Zombie Army,723
oteppers,333930,Dirty Bomb,9504
76561198084725400,730,Counter-Strike: Global Offensive,20864
YungEnv,730,Counter-Strike: Global Offensive,48783
bootie101,238750,Might & Magic X - Legacy ,1719
76561198085982092,730,Counter-Strike: Global Offensive,862
whysotoxicbrew,209870,Blacklight: Retribution,134
lyskal,230410,Warframe,32150
KillerThriller,6860,Hitman: Blood Money,1241
Astrelt,230410,Warframe,14334
76561198061039259,550,Left 4 Dead 2,14078
76561198067309171,730,Counter-Strike: Global Offensive,82823
LudiAU,730,Counter-Strike: Global Offensive,32584
76561198083640655,730,Counter-Strike: Global Offensive,54001
crapmingo,730,Counter-Strike: Global Offensive,68506
AzaZog,730,Counter-Strike: Global Offensive,43312
76561198065340769,550,Left 4 Dead 2,3297
76561198096443555,730,Counter-Strike: Global Offensive,54602
76561198083857294,12120,Grand Theft Auto: San Andreas,1225
PushAltF4,230410,Warframe,181
76561198062379753,40100,Supreme Commander 2,2465
76561197980184475,730,Counter-Strike: Global Offensive,157116
pigmysaladpie,206210,Gotham City Impostors: Free To Play,3157
76561198010391123,261030,The Walking Dead: Season Two,628
hydroleks,8930,Sid Meier's Civilization V,3290
76561198065820911,730,Counter-Strike: Global Offensive,6595
76561198018026822,9420,Supreme Commander: Forged Alliance,4191
u4tnrthtrgn,400,Portal,128
85675356434565434,32630,Delta Force 2,425
76561198089360928,730,Counter-Strike: Global Offensive,43612
Zh3nd,730,Counter-Strike: Global Offensive,35755
seveneightnine,244630,NEOTOKYO°,31
SupermanSocks17,261030,The Walking Dead: Season Two,835
a-nime,250320,The Wolf Among Us,248
76561198048058129,550,Left 4 Dead 2,1746
gefiltefishegg,730,Counter-Strike: Global Offensive,35506
76561198063416582,1250,Killing Floor,2797
76561198093361154,20920,The Witcher 2: Assassins of Kings Enhanced Edition,1029
DemonPieOfTheNight,8930,Sid Meier's Civilization V,1862
jjf997,200510,XCOM: Enemy Unknown,3409
76561198107458237,730,Counter-Strike: Global Offensive,9864
SeLtecK,240,Counter-Strike: Source,88918
76561198065344627,250320,The Wolf Among Us,1062
76561198072225497,55230,Saints Row: The Third,1735
moose1199,730,Counter-Strike: Global Offensive,56968
eiberg10,376870,Minecraft: Story Mode - A Telltale Games Series,1291
76561198089360928,730,Counter-Strike: Global Offensive,43612
rootEnginear,346120,Boring Man - Online Tactical Stickman Combat,172
Gaarashuffles,221380,Age of Empires II: HD Edition,2496
riletyface,730,Counter-Strike: Global Offensive,49041
juhurik,240,Counter-Strike: Source,2701
b1gb007yb17ch3s,250900,The Binding of Isaac: Rebirth,3215
76561198067771967,1250,Killing Floor,98
t8s,730,Counter-Strike: Global Offensive,42273
PenguinsOP,250900,The Binding of Isaac: Rebirth,6553
swinkymalinky,22370,Fallout 3 - Game of the Year Edition,269
76561198108415635,9480,Saints Row 2,3833
Phoenixexe,220,Half-Life 2,1225
76561198071238400,204450,Call of Juarez Gunslinger,360
lordthanatosbr,550,Left 4 Dead 2,2936
squirt711,8930,Sid Meier's Civilization V,27111
BaaBaaCowSheep,202970,Call of Duty: Black Ops II,258
Tokiwadai,730,Counter-Strike: Global Offensive,37331
_Minja,34030,Napoleon: Total War,6775
altitude54,8930,Sid Meier's Civilization V,442
xkarnage,20500,Red Faction: Guerrilla Steam Edition,2043
lemx90,208580,STAR WARS™ Knights of the Old Republic™ II: The Sith Lords™,3547
76561198082317907,333930,Dirty Bomb,202
76561198091682568,24240,PAYDAY: The Heist,2924
Hugenanagugu2,42700,Call of Duty: Black Ops,2698
76561198066019021,730,Counter-Strike: Global Offensive,67793
dabdabdabdab,730,Counter-Strike: Global Offensive,48910
emorisu,12900,Audiosurf,216
76561198018257543,201810,Wolfenstein: The New Order,38
LecXii,325610,Total War: ATTILA,17900
76561198098998419,550,Left 4 Dead 2,19275
verysugoi,34900,Bad Rats,33
76561198085183415,730,Counter-Strike: Global Offensive,749
Chocolateness,409160,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",26
Sotrung,8870,BioShock Infinite,419
tinhbao101,730,Counter-Strike: Global Offensive,9512
zakbot,202970,Call of Duty: Black Ops II,265
76561198064150679,20920,The Witcher 2: Assassins of Kings Enhanced Edition,2049
p893629682,8870,BioShock Infinite,290
LeAllien,730,Counter-Strike: Global Offensive,3743
Skillbot123,730,Counter-Strike: Global Offensive,18904
76561198053709304,301640,Zombie Army Trilogy,754
76561198086392619,730,Counter-Strike: Global Offensive,21914
_Minja,24240,PAYDAY: The Heist,58
trueguess100,6060,STAR WARS™ Battlefront™ II,1476
5yearoldrexrex111,400,Portal,656
76561198061818716,3480,Peggle Deluxe,3331
76561198067713802,239660,Soldier Front 2,335
OFFICIALDRTECHNO,8870,BioShock Infinite,1466
EndAtHallow,1250,Killing Floor,8049
76561198032012843,203140,Hitman: Absolution,1502
76561198026239418,730,Counter-Strike: Global Offensive,55486
76561198104824869,6550,Devil May Cry 3: Special Edition,4169
IrishNZ,221380,Age of Empires II: HD Edition,2938
Diabolum,400,Portal,1744
76561198119416277,239120,FINAL FANTASY III,2844
TM87KEK,360870,Ultimate Tic-Tac-Toe,26
OfficialSenix,730,Counter-Strike: Global Offensive,78410
rafimann,730,Counter-Strike: Global Offensive,10272
rladudals,331600,ONE PIECE PIRATE WARRIORS 3,1945
76561198031938463,550,Left 4 Dead 2,2725
ghillieboy,310370,The Way of Life Free Edition,7
veroxAU,730,Counter-Strike: Global Offensive,144858
76561198016444183,42700,Call of Duty: Black Ops,342
Doctor_Smooth,730,Counter-Strike: Global Offensive,29488
jahmezgamingofficial,730,Counter-Strike: Global Offensive,11983
76561198067799997,220,Half-Life 2,670
mememmeems,730,Counter-Strike: Global Offensive,7105
76561198016564178,500,Left 4 Dead,330
76561198097790955,50130,Mafia II,2165
76561198022460178,8930,Sid Meier's Civilization V,119926
MrSaberr,10090,Call of Duty: World at War,1818
lsleon,730,Counter-Strike: Global Offensive,47414
SandyTheWeeb,47810,Dragon Age: Origins - Ultimate Edition,10733
DEANOXHILL,730,Counter-Strike: Global Offensive,32900
76561198030567998,32430,STAR WARS™: The Force Unleashed™ Ultimate Sith Edition,2748
darrylcheng,67370,The Darkness II,156
76561197982363029,209650,Call of Duty: Advanced Warfare,632
seuseupai,730,Counter-Strike: Global Offensive,17257
76561198065896865,332310,LEGO® Worlds,825
76561198042297860,19900,Far Cry 2,1193
killerofsleep,200510,XCOM: Enemy Unknown,12551
chocolate_fudge,250900,The Binding of Isaac: Rebirth,4442
Talerfic,1250,Killing Floor,3289
76561198064484479,239350,Spelunky,2488
NeonEcho,730,Counter-Strike: Global Offensive,20447
76561198062039159,730,Counter-Strike: Global Offensive,19108
NXJUPTUS,730,Counter-Strike: Global Offensive,43456
76561198017212077,224760,FEZ,33
76561198025249360,208140,Endless Space,5016
76561198031207016,8930,Sid Meier's Civilization V,25902
stuntaneous,200510,XCOM: Enemy Unknown,6155
nerovonroun,1250,Killing Floor,35638
diego9031,1250,Killing Floor,1204
76561198077893965,8870,BioShock Infinite,96
probotsteve,730,Counter-Strike: Global Offensive,89411
76561198102256563,63380,Sniper Elite V2,423
ThyGlyphDevice,730,Counter-Strike: Global Offensive,528
slimeguy361,730,Counter-Strike: Global Offensive,40839
KewlKatzz,70,Half-Life,609
76561197995418864,377160,Fallout 4,10721
tomJ420,220780,Thomas Was Alone,389
blablabla174,730,Counter-Strike: Global Offensive,71558
Letachal,400,Portal,304
76561198053619760,40330,Secret Files: Tunguska,603
Hugenanagugu2,377160,Fallout 4,6524
76561198155410391,730,Counter-Strike: Global Offensive,115346
W3LSHY,730,Counter-Strike: Global Offensive,40446
PrototypeRifle5,3700,Sniper Elite,328
76561198047210840,200510,XCOM: Enemy Unknown,1765
MarsupialesLocos,70,Half-Life,286
76561198015050660,12120,Grand Theft Auto: San Andreas,125
76561198107730535,209160,Call of Duty: Ghosts,40
76561198054811848,8930,Sid Meier's Civilization V,26875
76561198004239988,39140,FINAL FANTASY VII,369
76561198092221837,250900,The Binding of Isaac: Rebirth,894
nguyenkytrung,730,Counter-Strike: Global Offensive,192379
bosstrann,242700,Injustice: Gods Among Us Ultimate Edition,134
76561198053411478,11450,Overlord,165
infectumhate,207930,Sacred Citadel,91
BoxMatrix,207610,The Walking Dead,822
imsufferingkillme,730,Counter-Strike: Global Offensive,37854
explosiv3,373180,Kung Fury: Street Rage,50
realize2,730,Counter-Strike: Global Offensive,94805
76561198028258767,730,Counter-Strike: Global Offensive,15901
76561198096902206,550,Left 4 Dead 2,1582
Youeasybra,550,Left 4 Dead 2,2051
chardie420,730,Counter-Strike: Global Offensive,19239
Rogue_Security,220,Half-Life 2,2830
76561198069995284,265550,Dead Rising 3,761
76561198107928649,202970,Call of Duty: Black Ops II,451
76561198043516885,323470,DRAGON BALL XENOVERSE,3183
Chivz,201810,Wolfenstein: The New Order,705
Brewl,730,Counter-Strike: Global Offensive,45900
kanekicg,207610,The Walking Dead,1105
Azzamacazza,57900,Duke Nukem Forever,1580
solodsnek,1250,Killing Floor,3858
rexsniper,1250,Killing Floor,3326
pengwig,730,Counter-Strike: Global Offensive,82659
mayshowganmore,550,Left 4 Dead 2,368
76561198057660678,217140,Rise of the Triad,3110
76561198083619343,214950,Total War: ROME II - Emperor Edition,28351
76561198064663981,730,Counter-Strike: Global Offensive,48053
FURYDICE12,730,Counter-Strike: Global Offensive,37934
63718432421321321312,333930,Dirty Bomb,624
76561198044443958,8930,Sid Meier's Civilization V,21392
76561198098681152,730,Counter-Strike: Global Offensive,47831
76561198078205345,232090,Killing Floor 2,1027
76561198066544547,204450,Call of Juarez Gunslinger,1022
76561198048813790,385260,Lamia Must Die,39
drkritisch,13230,Unreal Tournament 2004,423
BuckysButthol,550,Left 4 Dead 2,5739
wizardshideout,730,Counter-Strike: Global Offensive,81008
BlizzardSpirits,550,Left 4 Dead 2,232
fereleth,239700,Hate Plus,334
shadowassassin17,34900,Bad Rats,330
keamy911,370240,NBA 2K16,9910
76561198058473103,730,Counter-Strike: Global Offensive,70161
oteppers,34830,Sniper: Ghost Warrior,122
76561198048348337,220,Half-Life 2,4675
gabrielpadovani11,400,Portal,717
76561197980886661,231430,Company of Heroes 2,469
76561198063937445,730,Counter-Strike: Global Offensive,27585
76561198069827380,55230,Saints Row: The Third,2821
fruity_ninja,10090,Call of Duty: World at War,13442
76561198057462487,730,Counter-Strike: Global Offensive,12086
lp_ricco,550,Left 4 Dead 2,815
97263354,730,Counter-Strike: Global Offensive,29478
76561197993412979,17390,Spore,129
76561198059450815,730,Counter-Strike: Global Offensive,12421
matrix12384,8930,Sid Meier's Civilization V,6111
ohplsguuby,220,Half-Life 2,1211
76561198089007932,34030,Napoleon: Total War,3687
choprang,230410,Warframe,22619
76561198065886270,237110,Mortal Kombat Komplete Edition,365
76561197981374310,200510,XCOM: Enemy Unknown,3319
76561198046339462,250900,The Binding of Isaac: Rebirth,4875
76561198025409181,20540,Company of Heroes: Tales of Valor,313
Dansnaith,730,Counter-Strike: Global Offensive,1115
Karetchi,260230,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,436
76561198039330239,550,Left 4 Dead 2,7226
76561198066544547,232090,Killing Floor 2,3946
76561198071509926,8870,BioShock Infinite,608
51134243,1250,Killing Floor,2109
76561198071967604,67370,The Darkness II,348
76561197990267442,730,Counter-Strike: Global Offensive,68078
76561198063074670,730,Counter-Strike: Global Offensive,31914
76561198035099677,8930,Sid Meier's Civilization V,5005
76561197998960814,65980,Sid Meier's Civilization: Beyond Earth,3108
faffandtheworldfaffswithyou,204100,Max Payne 3,890
lan-k1,45760,Ultra Street Fighter IV,2429
Jack_of_all_Trades,202970,Call of Duty: Black Ops II,615
Adrian_31,227240,Construct 2 Free,8404
knitro,730,Counter-Strike: Global Offensive,82230
ultrasuperlegendaryivankey,230410,Warframe,1143
spicydoggomemes,24960,Battlefield: Bad Company 2,4502
76561198018589800,71340,Sonic Generations,426
InspyrBOI,550,Left 4 Dead 2,8981
FD_GOD_BR,332800,Five Nights at Freddy's 2,977
lololdavk,730,Counter-Strike: Global Offensive,41236
SULL3H,377160,Fallout 4,12541
reaperofsouls6482,8870,BioShock Infinite,173
76561198066855591,204450,Call of Juarez Gunslinger,338
76561198090660044,8930,Sid Meier's Civilization V,2609
frost27820,307780,Mortal Kombat X,1427
Killerbadboys,209160,Call of Duty: Ghosts,1002
76561198013785384,1250,Killing Floor,45365
PostmanPot,730,Counter-Strike: Global Offensive,29656
Hetze117,730,Counter-Strike: Global Offensive,58909
76561198055977522,230410,Warframe,2273
pedrocarrasco,730,Counter-Strike: Global Offensive,34080
76561198094665607,287390,Metro: Last Light Redux,1415
headphoneactortk,550,Left 4 Dead 2,450
trolololololololololohehelolol,209160,Call of Duty: Ghosts,382
76561198074841136,242700,Injustice: Gods Among Us Ultimate Edition,1213
KSAC,730,Counter-Strike: Global Offensive,24844
76561198071703246,730,Counter-Strike: Global Offensive,14834
SirMicrowavee,550,Left 4 Dead 2,3351
76561198042471841,221380,Age of Empires II: HD Edition,1437
76561198093468239,39140,FINAL FANTASY VII,8378
76561198099278832,730,Counter-Strike: Global Offensive,2545
76561198091906572,55230,Saints Row: The Third,3266
76561198063289205,227100,Sniper Elite: Nazi Zombie Army,96
angelo_,12110,Grand Theft Auto: Vice City,2628
The-Dunktown-Express,221380,Age of Empires II: HD Edition,2901
GoodDogRealCheap,329830,The Moon Sliver,126
YoloGhost,301910,Saints Row: Gat out of Hell,189
76561198062298425,34030,Napoleon: Total War,3668
hitler-doom-trenchcoats,730,Counter-Strike: Global Offensive,31828
76561198098152088,24960,Battlefield: Bad Company 2,764
Serious_,730,Counter-Strike: Global Offensive,62712
76561198064542039,207610,The Walking Dead,1156
dankememesforsweatyteens,230050,DLC Quest,103
sweepa,730,Counter-Strike: Global Offensive,8895
QuenchingAlarm1,391460,WARMODE,21
therealtehN,8930,Sid Meier's Civilization V,10684
HaxterWTF,214950,Total War: ROME II - Emperor Edition,9608
BrahJimbo,550,Left 4 Dead 2,2222
peacekeeper84,239350,Spelunky,489
76561198093272651,21100,F.E.A.R. 3,418
asianturtlefrenzy,223850,3DMark,59
76561198009729086,251060,Wargame: Red Dragon,2892
Acemueller007,300,Day of Defeat: Source,230
SuchGayMuchWow,730,Counter-Strike: Global Offensive,56463
Squiggley,220,Half-Life 2,135
76561198062206493,730,Counter-Strike: Global Offensive,19908
76561198064117170,269290,liteCam Game: 100 FPS Game Capture,11711
a_unicorn950,730,Counter-Strike: Global Offensive,21406
76561198027254626,231430,Company of Heroes 2,35699
aussource,24240,PAYDAY: The Heist,15170
76561198083576017,209870,Blacklight: Retribution,288
dbctvhdofficial,220780,Thomas Was Alone,313
76561197992755277,8870,BioShock Infinite,1954
pooxbox,24010,Train Simulator,1486
persure,314160,Microsoft Flight Simulator X: Steam Edition,33
76561198061529439,730,Counter-Strike: Global Offensive,101573
YourOwnMax,209160,Call of Duty: Ghosts,533
PandaCorn666,1670,Iron Warriors: T-72 Tank Command,15
mcnooney,730,Counter-Strike: Global Offensive,83324
HolyJw,730,Counter-Strike: Global Offensive,70786
ellioshow,8870,BioShock Infinite,1203
Dante69123,58610,Wargame: European Escalation,31
76561198044856249,550,Left 4 Dead 2,13708
JuicePlooce,730,Counter-Strike: Global Offensive,56911
76561198132717938,40800,Super Meat Boy,588
76561198083654102,730,Counter-Strike: Global Offensive,21320
76561198018589800,323470,DRAGON BALL XENOVERSE,6197
Halio99,730,Counter-Strike: Global Offensive,22489
76561198065004251,550,Left 4 Dead 2,43450
senpiflesh,8930,Sid Meier's Civilization V,201
SpecialFireBrigade8,330830,Tales from the Borderlands,181
SuperVegito45,302830,BLOCKADE 3D,14
eEssiEe,730,Counter-Strike: Global Offensive,73324
jazarey,550,Left 4 Dead 2,30660
Draydian,730,Counter-Strike: Global Offensive,27501
midniteviii,70,Half-Life,15
DJSean,730,Counter-Strike: Global Offensive,188
JokersLounge_,730,Counter-Strike: Global Offensive,43222
THEGHOST646,209160,Call of Duty: Ghosts,351
10Degree,730,Counter-Strike: Global Offensive,18263
gary1q2,550,Left 4 Dead 2,3091
76561198067956177,730,Counter-Strike: Global Offensive,11508
sandw1ch,261030,The Walking Dead: Season Two,512
76561198010465186,17480,Command and Conquer: Red Alert 3,3428
Shaterred_,209160,Call of Duty: Ghosts,676
GetyourMedz,730,Counter-Strike: Global Offensive,7740
jdeb9,550,Left 4 Dead 2,5437
TheAnonymous15,24010,Train Simulator,2857
ryanwh,24960,Battlefield: Bad Company 2,6888
ZenAndZen,9930,Test Drive Unlimited 2,63
76561198082963778,55140,MX vs. ATV Reflex,1952
Frankaloons,270370,Lambda Wars Beta,692
76561198122904623,10180,Call of Duty: Modern Warfare 2,240
76561198049369458,333930,Dirty Bomb,1684
76561198075924081,730,Counter-Strike: Global Offensive,46269
Pyromanic,240,Counter-Strike: Source,94
tomtoth,15700,Oddworld: Abe's Oddysee,1135
76561198095238263,230410,Warframe,1048
76561197972261430,313160,Farming Simulator 15,11502
SomeRandomNewAccount,730,Counter-Strike: Global Offensive,7739
PuzziDestroyer,730,Counter-Strike: Global Offensive,5856
SuccForCancer,8930,Sid Meier's Civilization V,22101
welcometosuplexcity,55230,Saints Row: The Third,4973
danny065,206210,Gotham City Impostors: Free To Play,108
H1DD3NT3RR0R,240,Counter-Strike: Source,11941
_DiDz_,730,Counter-Strike: Global Offensive,51749
2571,232090,Killing Floor 2,57
saltymines,45760,Ultra Street Fighter IV,10005
76561197970542592,214490,Alien: Isolation,412
JAIRSOMENDS,730,Counter-Strike: Global Offensive,2993
lemage95,39150,FINAL FANTASY VIII,6982
julianpkp,8930,Sid Meier's Civilization V,16310
76561198092227136,730,Counter-Strike: Global Offensive,18795
76561198058894990,250180,METAL SLUG 3,207
76561198047363411,730,Counter-Strike: Global Offensive,30280
76561198064398157,730,Counter-Strike: Global Offensive,96102
19-20-5-20-27-5-18,230410,Warframe,22613
DefNotPeter,55110,Red Faction: Armageddon,275
76561198074200011,730,Counter-Strike: Global Offensive,68487
Phoenixexe,730,Counter-Strike: Global Offensive,99
teerakron,203140,Hitman: Absolution,810
deranator,550,Left 4 Dead 2,2156
76561198006491086,550,Left 4 Dead 2,2213
Andr3wPandora,230410,Warframe,67643
pigmentcs,730,Counter-Strike: Global Offensive,93449
76561198101552611,24960,Battlefield: Bad Company 2,653
76561198038904573,230410,Warframe,26920
76561198068347804,292120,FINAL FANTASY XIII,581
f0rce_aus,730,Counter-Strike: Global Offensive,44225
LunkTehHero,386360,SMITE,6955
Oodan432,730,Counter-Strike: Global Offensive,10551
76561198017390058,24980,Mass Effect 2,13583
76561198068265347,730,Counter-Strike: Global Offensive,146494
GalaxyExcalibur,207610,The Walking Dead,9980
76561198045436944,250900,The Binding of Isaac: Rebirth,3919
111222333444555666888,8870,BioShock Infinite,1061
76561198044688378,41500,Torchlight,282
76561198047491592,214950,Total War: ROME II - Emperor Edition,8512
76561197995418864,265550,Dead Rising 3,1314
76561198084562683,253980,Enclave,76
76561198068596019,730,Counter-Strike: Global Offensive,24288
76561198079649290,3730,Aliens versus Predator Classic 2000,320
UncleTobsy,550,Left 4 Dead 2,3843
76561198086498571,8930,Sid Meier's Civilization V,857
AncientArtofDaiSuKi,332800,Five Nights at Freddy's 2,49
76561198014206568,200510,XCOM: Enemy Unknown,2560
notsaddam,297490,Spy Chameleon - RGB Agent,79
Oniityan_H,359550,Tom Clancy's Rainbow Six Siege,828
AzaZog,730,Counter-Strike: Global Offensive,43312
mestoneheart,230410,Warframe,11418
Quitespace,203140,Hitman: Absolution,448
spamnz,8870,BioShock Infinite,2549
HailAmeixing,730,Counter-Strike: Global Offensive,78025
Hugenanagugu2,730,Counter-Strike: Global Offensive,42169
adobeflash,730,Counter-Strike: Global Offensive,55035
76561198093156182,730,Counter-Strike: Global Offensive,12287
PinkamenaDianePyro,42960,Victoria II,1198
HipP0p2,730,Counter-Strike: Global Offensive,20095
cacador_br,400,Portal,397
FixItFox,730,Counter-Strike: Global Offensive,8058
76561198075631259,550,Left 4 Dead 2,941
EXC-2_Stroke,6220,FlatOut,18
231321455,550,Left 4 Dead 2,773
76561198058777763,12900,Audiosurf,41
dethonador,235460,METAL GEAR RISING: REVENGEANCE,1658
Fagola69,730,Counter-Strike: Global Offensive,19640
76561198079637963,240,Counter-Strike: Source,3547
76561198084204849,70,Half-Life,846
76561198054544978,70,Half-Life,1977
percythelostgoat,330830,Tales from the Borderlands,251
Gaaaaary,232090,Killing Floor 2,2267
RuseOwl,355250,STAR WARS™: TIE Fighter Special Edition,28
GussyPlays,730,Counter-Strike: Global Offensive,52527
Agnt007,730,Counter-Strike: Global Offensive,60243
jdrocks,730,Counter-Strike: Global Offensive,117740
76561198087586057,230410,Warframe,5906
alexkoolkid,730,Counter-Strike: Global Offensive,74320
76561198018152628,230410,Warframe,12370
Stewietron,250180,METAL SLUG 3,268
v_E1iTe,730,Counter-Strike: Global Offensive,5440
drankmypurple,282440,Quake Live,32
76561198068404749,550,Left 4 Dead 2,349
420BlazeItMLG,730,Counter-Strike: Global Offensive,21690
dragonlore23,38410,Fallout 2,1750
EnderWiz,245550,Free to Play,146
76561198054465623,302830,BLOCKADE 3D,78
Lolicon_Banzai,6060,STAR WARS™ Battlefront™ II,2763
Mario596327,730,Counter-Strike: Global Offensive,21747
doctor_who93,8870,BioShock Infinite,1084
meglonoth,227480,God Mode,2331
DogTits197,730,Counter-Strike: Global Offensive,64885
Ranev,10180,Call of Duty: Modern Warfare 2,308
ehrenthor,550,Left 4 Dead 2,8206
76561198041624506,250320,The Wolf Among Us,856
AngelicPanda,261030,The Walking Dead: Season Two,795
warfreak1945,230410,Warframe,28963
Toe5,209870,Blacklight: Retribution,544
76561198066133892,22370,Fallout 3 - Game of the Year Edition,6397
76561198055819674,12110,Grand Theft Auto: Vice City,756
76561198202658078,730,Counter-Strike: Global Offensive,73940
76561198053797376,65980,Sid Meier's Civilization: Beyond Earth,1966
76561198048794398,203290,America's Army: Proving Grounds,19171
76561198059865237,24980,Mass Effect 2,153
76561198059336031,730,Counter-Strike: Global Offensive,19246
76561198038038186,230410,Warframe,20159
khaye9,730,Counter-Strike: Global Offensive,1309
DrQuaz,8930,Sid Meier's Civilization V,46748
76561198053356968,207610,The Walking Dead,1687
artista69,310370,The Way of Life Free Edition,28
76561198048018550,730,Counter-Strike: Global Offensive,66362
caseyshi247,316010,Magic Duels,581
174gamecuman700kngkakak,730,Counter-Strike: Global Offensive,59182
king_perish,240,Counter-Strike: Source,8084
76561198053240343,730,Counter-Strike: Global Offensive,27221
678rtv45,730,Counter-Strike: Global Offensive,59384
ColicSpartan443,4760,Rome: Total War,882
aclassstrider1434,278080,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,6704
76561198094656207,1250,Killing Floor,5027
Praiseofdeph,207610,The Walking Dead,927
channel28,55230,Saints Row: The Third,1718
DarkKnight2599,730,Counter-Strike: Global Offensive,45614
Shtiffles,730,Counter-Strike: Global Offensive,120027
76561198056300439,730,Counter-Strike: Global Offensive,100157
FokkoChan,730,Counter-Strike: Global Offensive,87336
76561198038741062,22330,The Elder Scrolls IV: Oblivion ,6984
76561198043458582,231430,Company of Heroes 2,2890
2JZEEEEBABY,202970,Call of Duty: Black Ops II,179
HazardousRusty,730,Counter-Strike: Global Offensive,21287
kasanov,730,Counter-Strike: Global Offensive,516
bloodshade2559,230410,Warframe,47925
the_meat_shield,1250,Killing Floor,14605
GreenTornadoe,250320,The Wolf Among Us,431
76561198043130826,15300,Tom Clancy's Ghost Recon,885
MOnkeyASS12,220,Half-Life 2,1120
thrillder,730,Counter-Strike: Global Offensive,66569
76561198045148009,200510,XCOM: Enemy Unknown,4408
KoonNew,550,Left 4 Dead 2,8008
76561198083300545,550,Left 4 Dead 2,7537
RyuichiRyuu,730,Counter-Strike: Global Offensive,26827
leng100,1250,Killing Floor,2649
goosmurf,200170,Worms Revolution,890
76561198042346933,313160,Farming Simulator 15,1874
sirswaggins,500,Left 4 Dead,973
TripleQMark,12120,Grand Theft Auto: San Andreas,519
76561198059969798,239350,Spelunky,3829
Qi_Bishop,310370,The Way of Life Free Edition,44
76561198117057917,302830,BLOCKADE 3D,1064
ACExy,4580,"Warhammer 40,000: Dawn of War – Dark Crusade",118
76561198069488221,208480,Assassin's Creed® III,29
MisTletain,730,Counter-Strike: Global Offensive,43740
mcconnorhey,6060,STAR WARS™ Battlefront™ II,230
JiAltair,8930,Sid Meier's Civilization V,2469
434238948,9930,Test Drive Unlimited 2,1394
zaukster,40800,Super Meat Boy,196
sexinahatyer,34900,Bad Rats,167
LecXii,277450,Imperial Glory,42
IceCreamMan2169,9200,RAGE,124
FoxAndVixen,8870,BioShock Infinite,567
DarkZeroZ,200510,XCOM: Enemy Unknown,6648
purpledragonfun,21090,F.E.A.R.,376
jarvisnumbanine,730,Counter-Strike: Global Offensive,57985
thir13enhand,24790,Command and Conquer 3: Tiberium Wars,1178
76561198087556976,1250,Killing Floor,4981
TKDG,302830,BLOCKADE 3D,62
76561198072033098,9420,Supreme Commander: Forged Alliance,5114
0099654321891111,277430,Halo: Spartan Assault,397
holy_angel_of_death,8930,Sid Meier's Civilization V,11266
usaidwotnow,230410,Warframe,26708
DooViiee,730,Counter-Strike: Global Offensive,7437
76561198079079942,377160,Fallout 4,8855
VoxMaro,245390,"I Have No Mouth, and I Must Scream",195
76561198027779192,256290,Child of Light,1556
Flakerinos,333930,Dirty Bomb,23829
xxxkennySopxxx,240,Counter-Strike: Source,22027
pan3k,730,Counter-Strike: Global Offensive,76230
madfighter44,237110,Mortal Kombat Komplete Edition,8392
Junkieee,10,Counter-Strike,14091
76561198023903233,409160,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",24
51centcorn,230410,Warframe,1065
76561198138691719,332310,LEGO® Worlds,922
FizzyCal,730,Counter-Strike: Global Offensive,84044
coolhandlucke,328940,The Deer God,45
76561198032400276,40800,Super Meat Boy,690
miniature53,730,Counter-Strike: Global Offensive,14949
shround,550,Left 4 Dead 2,821
Gypsyisgayfuk,550,Left 4 Dead 2,906
Skrytwo,351970,Tales of Zestiria,4284
Lostvoices,377160,Fallout 4,2751
Thomas66820,221380,Age of Empires II: HD Edition,6031
BigSmokePhil,22370,Fallout 3 - Game of the Year Edition,2010
fuckenkevin,730,Counter-Strike: Global Offensive,9390
DM420,1250,Killing Floor,4027
76561198107606347,330830,Tales from the Borderlands,1210
76561198044605552,1250,Killing Floor,1564
R4iNy,24240,PAYDAY: The Heist,720
shashankkarthikeyan,208480,Assassin's Creed® III,3284
battlefrog,351570,Killing Floor: Uncovered,0
bocky120,12120,Grand Theft Auto: San Andreas,1313
mog1,24240,PAYDAY: The Heist,2163
