item_id,item_name,recommend,sentimiento,año_posted
307780,Mortal Kombat X,0,0,2015
307780,Mortal Kombat X,0,1,2015
307780,Mortal Kombat X,0,2,2015
307780,Mortal Kombat X,0,0,2015
307780,Mortal Kombat X,1,1,2015
307780,Mortal Kombat X,1,1,2015
307780,Mortal Kombat X,1,2,2015
307780,Mortal Kombat X,0,0,2015
307780,Mortal Kombat X,1,2,2015
307780,Mortal Kombat X,0,2,2015
307780,Mortal Kombat X,0,2,2015
307780,Mortal Kombat X,1,2,2015
307780,Mortal Kombat X,1,2,2015
307780,Mortal Kombat X,1,0,2015
307780,Mortal Kombat X,0,2,2015
307780,Mortal Kombat X,1,2,2015
307780,Mortal Kombat X,0,0,2015
307780,Mortal Kombat X,1,2,2015
307780,Mortal Kombat X,1,2,2015
307780,Mortal Kombat X,0,0,2015
307780,Mortal Kombat X,0,0,2015
307780,Mortal Kombat X,0,2,2015
364450,Freshman Year,1,2,2015
364450,Freshman Year,0,0,2015
361700,Mortal Kombat: Legacy,1,2,2015
343000,The Mystery of the Druids,1,2,2015
291650,Pillars of Eternity,0,0,2015
291650,Pillars of Eternity,1,2,2015
291650,Pillars of Eternity,1,1,2015
291650,Pillars of Eternity,1,2,2015
291650,Pillars of Eternity,1,1,2015
261570,Ori and the Blind Forest,1,2,2015
261570,Ori and the Blind Forest,1,2,2015
261570,Ori and the Blind Forest,1,1,2015
261570,Ori and the Blind Forest,1,2,2015
261570,Ori and the Blind Forest,1,2,2015
261570,Ori and the Blind Forest,1,2,2015
261570,Ori and the Blind Forest,1,2,2015
261570,Ori and the Blind Forest,1,2,2015
261570,Ori and the Blind Forest,1,2,2015
261570,Ori and the Blind Forest,1,2,2015
261570,Ori and the Blind Forest,1,2,2015
261570,Ori and the Blind Forest,1,2,2015
261570,Ori and the Blind Forest,1,1,2015
261570,Ori and the Blind Forest,1,2,2015
261570,Ori and the Blind Forest,1,2,2015
261570,Ori and the Blind Forest,1,2,2015
261570,Ori and the Blind Forest,1,0,2015
261570,Ori and the Blind Forest,1,2,2015
261570,Ori and the Blind Forest,1,2,2015
261570,Ori and the Blind Forest,1,2,2015
261570,Ori and the Blind Forest,1,2,2015
261570,Ori and the Blind Forest,1,2,2015
261570,Ori and the Blind Forest,1,2,2015
261570,Ori and the Blind Forest,1,2,2015
261570,Ori and the Blind Forest,1,2,2015
261570,Ori and the Blind Forest,1,2,2015
261570,Ori and the Blind Forest,1,2,2015
261570,Ori and the Blind Forest,1,1,2015
301640,Zombie Army Trilogy,1,0,2015
301640,Zombie Army Trilogy,1,0,2015
301640,Zombie Army Trilogy,0,0,2015
301640,Zombie Army Trilogy,1,0,2015
301640,Zombie Army Trilogy,1,2,2015
301640,Zombie Army Trilogy,1,0,2015
301640,Zombie Army Trilogy,1,2,2015
301640,Zombie Army Trilogy,1,2,2015
301640,Zombie Army Trilogy,1,2,2015
328940,The Deer God,1,2,2014
328940,The Deer God,1,1,2015
222440,THE KING OF FIGHTERS 2002 UNLIMITED MATCH,1,1,2015
353360,how do you Do It?,1,2,2015
353360,how do you Do It?,1,0,2015
353360,how do you Do It?,1,0,2015
353360,how do you Do It?,1,1,2015
353360,how do you Do It?,1,2,2015
353360,how do you Do It?,1,0,2015
353360,how do you Do It?,1,0,2015
353360,how do you Do It?,1,2,2015
353360,how do you Do It?,1,0,2015
353360,how do you Do It?,1,1,2015
351570,Killing Floor: Uncovered,1,2,2015
351570,Killing Floor: Uncovered,1,2,2015
351570,Killing Floor: Uncovered,1,2,2015
351570,Killing Floor: Uncovered,1,2,2015
351570,Killing Floor: Uncovered,1,2,2015
351570,Killing Floor: Uncovered,0,0,2015
351570,Killing Floor: Uncovered,1,2,2015
351570,Killing Floor: Uncovered,1,0,2015
325610,Total War: ATTILA,1,2,2015
325610,Total War: ATTILA,1,2,2015
325610,Total War: ATTILA,1,2,2015
325610,Total War: ATTILA,1,0,2015
325610,Total War: ATTILA,1,1,2015
325610,Total War: ATTILA,1,2,2015
325610,Total War: ATTILA,0,0,2015
325610,Total War: ATTILA,1,0,2015
325610,Total War: ATTILA,1,2,2015
325610,Total War: ATTILA,1,2,2015
325610,Total War: ATTILA,1,2,2015
325610,Total War: ATTILA,1,0,2015
273350,Evolve Stage 2,1,1,2015
273350,Evolve Stage 2,1,2,2015
273350,Evolve Stage 2,1,2,2015
273350,Evolve Stage 2,1,1,2015
273350,Evolve Stage 2,1,2,2015
273350,Evolve Stage 2,1,2,2015
273350,Evolve Stage 2,0,0,2015
273350,Evolve Stage 2,0,2,2015
273350,Evolve Stage 2,1,0,2015
273350,Evolve Stage 2,1,0,2015
273350,Evolve Stage 2,1,1,2015
273350,Evolve Stage 2,1,2,2015
273350,Evolve Stage 2,1,2,2014
273350,Evolve Stage 2,1,2,2014
273350,Evolve Stage 2,1,2,2015
273350,Evolve Stage 2,1,1,2015
273350,Evolve Stage 2,0,2,2015
273350,Evolve Stage 2,1,2,2015
273350,Evolve Stage 2,1,2,2015
273350,Evolve Stage 2,0,0,2015
273350,Evolve Stage 2,1,0,2014
273350,Evolve Stage 2,1,2,2014
273350,Evolve Stage 2,1,1,2014
273350,Evolve Stage 2,0,1,2015
273350,Evolve Stage 2,1,0,2015
273350,Evolve Stage 2,1,2,2015
273350,Evolve Stage 2,1,2,2014
273350,Evolve Stage 2,1,2,2015
273350,Evolve Stage 2,1,0,2014
273350,Evolve Stage 2,1,2,2015
273350,Evolve Stage 2,1,2,2015
273350,Evolve Stage 2,1,2,2014
273350,Evolve Stage 2,1,2,2015
320760,Tokyo School Life,1,0,2015
320760,Tokyo School Life,1,0,2015
320760,Tokyo School Life,1,2,2015
315810,eden*,1,2,2015
315810,eden*,1,2,2015
330070,Movie Studio 13 Platinum - Steam Powered,1,2,2015
313010,Cities XXL,0,1,2015
313010,Cities XXL,0,1,2015
313010,Cities XXL,0,2,2015
316790,Grim Fandango Remastered,1,2,2015
316790,Grim Fandango Remastered,1,1,2015
316790,Grim Fandango Remastered,1,2,2015
316790,Grim Fandango Remastered,1,2,2015
329490,Phantom Breaker: Battle Grounds,1,0,2015
329490,Phantom Breaker: Battle Grounds,1,0,2015
329490,Phantom Breaker: Battle Grounds,1,2,2015
301910,Saints Row: Gat out of Hell,1,2,2015
301910,Saints Row: Gat out of Hell,0,2,2015
301910,Saints Row: Gat out of Hell,1,2,2015
301910,Saints Row: Gat out of Hell,0,1,2015
301910,Saints Row: Gat out of Hell,1,2,2015
301910,Saints Row: Gat out of Hell,1,0,2015
301910,Saints Row: Gat out of Hell,1,2,2015
301910,Saints Row: Gat out of Hell,1,2,2015
301910,Saints Row: Gat out of Hell,1,2,2015
314150,Double Dragon Trilogy,1,1,2015
314160,Microsoft Flight Simulator X: Steam Edition,1,2,2014
314160,Microsoft Flight Simulator X: Steam Edition,1,2,2015
314160,Microsoft Flight Simulator X: Steam Edition,1,1,2014
314160,Microsoft Flight Simulator X: Steam Edition,1,1,2015
314160,Microsoft Flight Simulator X: Steam Edition,1,0,2014
314160,Microsoft Flight Simulator X: Steam Edition,1,2,2015
222420,THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,0,1,2015
335330,Brick-Force,0,0,2015
335330,Brick-Force,0,1,2014
335330,Brick-Force,0,0,2015
335330,Brick-Force,0,1,2015
335330,Brick-Force,0,1,2015
335330,Brick-Force,0,2,2014
335330,Brick-Force,0,0,2015
335330,Brick-Force,0,1,2015
335330,Brick-Force,0,1,2015
335330,Brick-Force,0,2,2014
335330,Brick-Force,0,0,2015
335330,Brick-Force,0,1,2014
335330,Brick-Force,0,0,2015
335330,Brick-Force,0,1,2015
335330,Brick-Force,1,2,2015
335890,Nanofights,0,2,2015
330840,Game of Thrones - A Telltale Games Series,1,1,2015
330840,Game of Thrones - A Telltale Games Series,1,2,2014
330840,Game of Thrones - A Telltale Games Series,1,2,2015
330840,Game of Thrones - A Telltale Games Series,1,2,2015
330840,Game of Thrones - A Telltale Games Series,1,0,2014
330840,Game of Thrones - A Telltale Games Series,1,2,2015
330840,Game of Thrones - A Telltale Games Series,1,0,2014
330840,Game of Thrones - A Telltale Games Series,1,2,2014
330840,Game of Thrones - A Telltale Games Series,1,2,2015
330840,Game of Thrones - A Telltale Games Series,1,2,2015
330840,Game of Thrones - A Telltale Games Series,1,1,2014
330840,Game of Thrones - A Telltale Games Series,1,2,2015
330840,Game of Thrones - A Telltale Games Series,1,1,2014
330840,Game of Thrones - A Telltale Games Series,1,1,2015
330840,Game of Thrones - A Telltale Games Series,1,2,2015
330840,Game of Thrones - A Telltale Games Series,1,2,2015
330840,Game of Thrones - A Telltale Games Series,1,1,2015
330840,Game of Thrones - A Telltale Games Series,1,2,2015
330840,Game of Thrones - A Telltale Games Series,1,1,2015
328500,Potatoman Seeks the Troof,1,1,2014
328500,Potatoman Seeks the Troof,1,1,2015
310790,Geometry Wars 3: Dimensions Evolved,1,2,2015
310790,Geometry Wars 3: Dimensions Evolved,1,0,2015
310790,Geometry Wars 3: Dimensions Evolved,1,2,2015
330830,Tales from the Borderlands,1,2,2014
330830,Tales from the Borderlands,1,2,2015
330830,Tales from the Borderlands,1,0,2015
330830,Tales from the Borderlands,1,2,2015
330830,Tales from the Borderlands,1,2,2015
330830,Tales from the Borderlands,1,2,2015
330830,Tales from the Borderlands,1,2,2015
330830,Tales from the Borderlands,1,2,2014
330830,Tales from the Borderlands,1,2,2015
330830,Tales from the Borderlands,1,2,2015
330830,Tales from the Borderlands,1,2,2014
330830,Tales from the Borderlands,1,2,2015
330830,Tales from the Borderlands,1,1,2015
330830,Tales from the Borderlands,1,1,2015
330830,Tales from the Borderlands,1,2,2014
330830,Tales from the Borderlands,1,2,2015
330830,Tales from the Borderlands,1,2,2014
330830,Tales from the Borderlands,1,2,2014
330830,Tales from the Borderlands,1,2,2015
330830,Tales from the Borderlands,1,2,2014
330830,Tales from the Borderlands,1,2,2015
330830,Tales from the Borderlands,1,2,2015
330830,Tales from the Borderlands,1,2,2015
330830,Tales from the Borderlands,1,2,2014
330830,Tales from the Borderlands,1,2,2015
330830,Tales from the Borderlands,0,0,2015
330830,Tales from the Borderlands,1,2,2015
330830,Tales from the Borderlands,1,0,2015
330830,Tales from the Borderlands,1,2,2015
330830,Tales from the Borderlands,1,2,2014
330830,Tales from the Borderlands,1,2,2014
330830,Tales from the Borderlands,1,1,2014
330830,Tales from the Borderlands,1,0,2015
330830,Tales from the Borderlands,1,1,2014
330830,Tales from the Borderlands,1,2,2015
330830,Tales from the Borderlands,1,1,2015
330830,Tales from the Borderlands,1,2,2015
330830,Tales from the Borderlands,1,2,2014
330830,Tales from the Borderlands,1,2,2015
330830,Tales from the Borderlands,1,2,2015
296570,Lords of Xulima,1,2,2015
332800,Five Nights at Freddy's 2,1,1,2014
332800,Five Nights at Freddy's 2,1,0,2015
332800,Five Nights at Freddy's 2,1,2,2015
332800,Five Nights at Freddy's 2,1,2,2014
332800,Five Nights at Freddy's 2,1,2,2014
332800,Five Nights at Freddy's 2,1,1,2014
332800,Five Nights at Freddy's 2,1,1,2014
332800,Five Nights at Freddy's 2,1,1,2014
332800,Five Nights at Freddy's 2,1,1,2014
332800,Five Nights at Freddy's 2,1,2,2014
332800,Five Nights at Freddy's 2,1,1,2015
332800,Five Nights at Freddy's 2,1,2,2014
332800,Five Nights at Freddy's 2,1,1,2014
332800,Five Nights at Freddy's 2,1,1,2014
332800,Five Nights at Freddy's 2,1,1,2014
332800,Five Nights at Freddy's 2,1,1,2014
332800,Five Nights at Freddy's 2,0,0,2015
332800,Five Nights at Freddy's 2,1,2,2014
332800,Five Nights at Freddy's 2,1,2,2014
332800,Five Nights at Freddy's 2,1,0,2014
332800,Five Nights at Freddy's 2,1,1,2015
332800,Five Nights at Freddy's 2,1,1,2015
332800,Five Nights at Freddy's 2,1,2,2015
332800,Five Nights at Freddy's 2,1,0,2014
332800,Five Nights at Freddy's 2,1,1,2015
332800,Five Nights at Freddy's 2,1,2,2015
332800,Five Nights at Freddy's 2,1,1,2014
332800,Five Nights at Freddy's 2,0,1,2015
332800,Five Nights at Freddy's 2,1,2,2015
332800,Five Nights at Freddy's 2,1,1,2014
332800,Five Nights at Freddy's 2,1,1,2014
332800,Five Nights at Freddy's 2,1,1,2014
332800,Five Nights at Freddy's 2,1,2,2015
332800,Five Nights at Freddy's 2,1,0,2015
332800,Five Nights at Freddy's 2,1,2,2014
332800,Five Nights at Freddy's 2,1,2,2014
332800,Five Nights at Freddy's 2,1,2,2015
332800,Five Nights at Freddy's 2,1,0,2015
332800,Five Nights at Freddy's 2,1,0,2015
332800,Five Nights at Freddy's 2,1,2,2014
332800,Five Nights at Freddy's 2,1,2,2014
332800,Five Nights at Freddy's 2,1,2,2015
332800,Five Nights at Freddy's 2,1,1,2014
332800,Five Nights at Freddy's 2,1,0,2015
332800,Five Nights at Freddy's 2,1,2,2015
332800,Five Nights at Freddy's 2,1,2,2015
332800,Five Nights at Freddy's 2,1,2,2015
332800,Five Nights at Freddy's 2,1,2,2015
332800,Five Nights at Freddy's 2,1,2,2015
332800,Five Nights at Freddy's 2,1,2,2014
332800,Five Nights at Freddy's 2,1,2,2015
332800,Five Nights at Freddy's 2,1,0,2014
332800,Five Nights at Freddy's 2,1,2,2015
332800,Five Nights at Freddy's 2,1,2,2015
209650,Call of Duty: Advanced Warfare,0,2,2015
209650,Call of Duty: Advanced Warfare,1,0,2015
209650,Call of Duty: Advanced Warfare,0,2,2015
209650,Call of Duty: Advanced Warfare,1,2,2014
209650,Call of Duty: Advanced Warfare,0,2,2015
209650,Call of Duty: Advanced Warfare,1,2,2015
209650,Call of Duty: Advanced Warfare,0,0,2015
209650,Call of Duty: Advanced Warfare,0,2,2014
209650,Call of Duty: Advanced Warfare,1,2,2014
209650,Call of Duty: Advanced Warfare,0,0,2015
209650,Call of Duty: Advanced Warfare,1,2,2014
209650,Call of Duty: Advanced Warfare,1,1,2015
209650,Call of Duty: Advanced Warfare,1,2,2015
209650,Call of Duty: Advanced Warfare,0,0,2015
209650,Call of Duty: Advanced Warfare,1,2,2014
209650,Call of Duty: Advanced Warfare,1,2,2015
209650,Call of Duty: Advanced Warfare,1,2,2015
209650,Call of Duty: Advanced Warfare,0,0,2015
209650,Call of Duty: Advanced Warfare,1,1,2015
209650,Call of Duty: Advanced Warfare,0,0,2015
209650,Call of Duty: Advanced Warfare,0,0,2014
209650,Call of Duty: Advanced Warfare,1,1,2014
209650,Call of Duty: Advanced Warfare,0,0,2015
209650,Call of Duty: Advanced Warfare,1,2,2015
209650,Call of Duty: Advanced Warfare,1,0,2014
209650,Call of Duty: Advanced Warfare,1,2,2014
209650,Call of Duty: Advanced Warfare,0,1,2014
209650,Call of Duty: Advanced Warfare,1,0,2015
209650,Call of Duty: Advanced Warfare,0,0,2015
209650,Call of Duty: Advanced Warfare,1,2,2014
209650,Call of Duty: Advanced Warfare,0,1,2015
209650,Call of Duty: Advanced Warfare,1,2,2014
209650,Call of Duty: Advanced Warfare,0,0,2015
209650,Call of Duty: Advanced Warfare,1,2,2014
209650,Call of Duty: Advanced Warfare,1,1,2015
209650,Call of Duty: Advanced Warfare,0,2,2015
209650,Call of Duty: Advanced Warfare,1,1,2015
209650,Call of Duty: Advanced Warfare,1,2,2014
209650,Call of Duty: Advanced Warfare,1,0,2015
209650,Call of Duty: Advanced Warfare,1,1,2015
209650,Call of Duty: Advanced Warfare,0,0,2015
209650,Call of Duty: Advanced Warfare,1,0,2015
209650,Call of Duty: Advanced Warfare,0,2,2015
209650,Call of Duty: Advanced Warfare,0,1,2015
209650,Call of Duty: Advanced Warfare,1,2,2014
209650,Call of Duty: Advanced Warfare,1,2,2014
209650,Call of Duty: Advanced Warfare,0,2,2015
209650,Call of Duty: Advanced Warfare,1,2,2014
209650,Call of Duty: Advanced Warfare,1,2,2014
209650,Call of Duty: Advanced Warfare,0,1,2015
209650,Call of Duty: Advanced Warfare,1,2,2014
209650,Call of Duty: Advanced Warfare,0,0,2014
209650,Call of Duty: Advanced Warfare,1,2,2014
209650,Call of Duty: Advanced Warfare,0,0,2014
209650,Call of Duty: Advanced Warfare,1,2,2015
209650,Call of Duty: Advanced Warfare,1,2,2015
209650,Call of Duty: Advanced Warfare,1,2,2015
209650,Call of Duty: Advanced Warfare,0,0,2014
209650,Call of Duty: Advanced Warfare,1,2,2015
209650,Call of Duty: Advanced Warfare,1,1,2015
209650,Call of Duty: Advanced Warfare,1,2,2015
65980,Sid Meier's Civilization: Beyond Earth,1,2,2015
65980,Sid Meier's Civilization: Beyond Earth,1,2,2014
65980,Sid Meier's Civilization: Beyond Earth,1,2,2015
65980,Sid Meier's Civilization: Beyond Earth,0,2,2014
65980,Sid Meier's Civilization: Beyond Earth,1,1,2014
65980,Sid Meier's Civilization: Beyond Earth,0,2,2014
65980,Sid Meier's Civilization: Beyond Earth,1,1,2014
65980,Sid Meier's Civilization: Beyond Earth,0,2,2015
65980,Sid Meier's Civilization: Beyond Earth,0,2,2014
65980,Sid Meier's Civilization: Beyond Earth,0,0,2015
65980,Sid Meier's Civilization: Beyond Earth,1,2,2014
65980,Sid Meier's Civilization: Beyond Earth,1,2,2014
65980,Sid Meier's Civilization: Beyond Earth,1,1,2014
65980,Sid Meier's Civilization: Beyond Earth,1,2,2015
65980,Sid Meier's Civilization: Beyond Earth,1,2,2014
65980,Sid Meier's Civilization: Beyond Earth,1,2,2014
65980,Sid Meier's Civilization: Beyond Earth,1,2,2015
65980,Sid Meier's Civilization: Beyond Earth,0,2,2014
65980,Sid Meier's Civilization: Beyond Earth,1,2,2014
65980,Sid Meier's Civilization: Beyond Earth,1,2,2015
65980,Sid Meier's Civilization: Beyond Earth,0,1,2015
65980,Sid Meier's Civilization: Beyond Earth,1,2,2015
251170,Damned,1,2,2015
251170,Damned,1,2,2014
251170,Damned,1,2,2015
251170,Damned,1,0,2015
251170,Damned,0,2,2015
251170,Damned,1,1,2014
251170,Damned,1,0,2014
251170,Damned,0,0,2014
214490,Alien: Isolation,1,1,2014
214490,Alien: Isolation,1,0,2015
214490,Alien: Isolation,1,2,2014
214490,Alien: Isolation,1,0,2014
214490,Alien: Isolation,1,0,2015
214490,Alien: Isolation,1,0,2014
214490,Alien: Isolation,1,2,2015
214490,Alien: Isolation,1,2,2015
214490,Alien: Isolation,1,1,2014
214490,Alien: Isolation,1,1,2014
214490,Alien: Isolation,1,2,2014
214490,Alien: Isolation,0,1,2015
214490,Alien: Isolation,1,2,2014
214490,Alien: Isolation,1,2,2015
214490,Alien: Isolation,1,2,2015
214490,Alien: Isolation,1,1,2014
214490,Alien: Isolation,1,2,2015
214490,Alien: Isolation,1,2,2014
214490,Alien: Isolation,1,1,2015
214490,Alien: Isolation,1,1,2015
214490,Alien: Isolation,1,2,2015
214490,Alien: Isolation,1,2,2014
214490,Alien: Isolation,1,2,2015
214490,Alien: Isolation,1,2,2015
214490,Alien: Isolation,1,2,2015
214490,Alien: Isolation,1,0,2014
214490,Alien: Isolation,1,2,2015
214490,Alien: Isolation,1,2,2015
214490,Alien: Isolation,1,2,2015
214490,Alien: Isolation,1,2,2014
214490,Alien: Isolation,1,2,2014
214490,Alien: Isolation,1,2,2014
292120,FINAL FANTASY XIII,1,1,2014
292120,FINAL FANTASY XIII,1,1,2015
292120,FINAL FANTASY XIII,1,1,2014
292120,FINAL FANTASY XIII,1,2,2014
292120,FINAL FANTASY XIII,1,2,2014
292120,FINAL FANTASY XIII,1,2,2015
292120,FINAL FANTASY XIII,1,2,2014
292120,FINAL FANTASY XIII,0,0,2014
292120,FINAL FANTASY XIII,1,2,2015
302510,Ryse: Son of Rome,1,0,2015
302510,Ryse: Son of Rome,1,2,2014
302510,Ryse: Son of Rome,1,2,2015
302510,Ryse: Son of Rome,1,2,2015
302510,Ryse: Son of Rome,1,0,2014
325110,Save the Furries,1,2,2015
311140,The Stalin Subway,0,0,2014
282440,Quake Live,0,0,2015
282440,Quake Live,1,2,2014
282440,Quake Live,0,1,2015
282440,Quake Live,1,2,2015
282440,Quake Live,1,1,2014
282440,Quake Live,0,0,2014
282440,Quake Live,1,0,2015
282440,Quake Live,1,2,2015
282440,Quake Live,1,2,2014
282440,Quake Live,0,0,2015
282440,Quake Live,1,2,2015
282440,Quake Live,1,2,2014
282440,Quake Live,1,1,2014
282440,Quake Live,1,2,2014
282440,Quake Live,1,1,2014
282440,Quake Live,0,2,2014
282440,Quake Live,1,1,2014
282440,Quake Live,1,1,2014
282440,Quake Live,1,2,2014
282440,Quake Live,1,1,2014
282440,Quake Live,1,2,2014
282440,Quake Live,1,2,2014
282440,Quake Live,1,2,2014
282440,Quake Live,1,1,2015
282440,Quake Live,1,2,2014
282440,Quake Live,1,2,2014
282440,Quake Live,1,1,2015
282440,Quake Live,1,0,2015
312750,FINAL FANTASY IV,1,2,2015
312750,FINAL FANTASY IV,1,2,2014
265550,Dead Rising 3,1,0,2014
265550,Dead Rising 3,1,2,2014
265550,Dead Rising 3,1,2,2014
265550,Dead Rising 3,1,2,2014
265550,Dead Rising 3,1,2,2014
265550,Dead Rising 3,1,2,2014
265550,Dead Rising 3,1,2,2014
265550,Dead Rising 3,1,2,2014
265550,Dead Rising 3,1,2,2014
265550,Dead Rising 3,1,0,2014
265550,Dead Rising 3,0,0,2014
265550,Dead Rising 3,1,1,2014
265550,Dead Rising 3,0,1,2014
265550,Dead Rising 3,0,2,2014
265550,Dead Rising 3,1,2,2014
265550,Dead Rising 3,1,2,2014
315600,Ford Racing 3,1,2,2015
315600,Ford Racing 3,1,1,2015
45760,Ultra Street Fighter IV,1,2,2013
45760,Ultra Street Fighter IV,1,0,2014
45760,Ultra Street Fighter IV,1,1,2014
45760,Ultra Street Fighter IV,1,2,2014
45760,Ultra Street Fighter IV,1,1,2015
45760,Ultra Street Fighter IV,1,1,2014
45760,Ultra Street Fighter IV,1,2,2014
45760,Ultra Street Fighter IV,1,1,2014
45760,Ultra Street Fighter IV,0,2,2014
45760,Ultra Street Fighter IV,1,0,2014
45760,Ultra Street Fighter IV,1,2,2015
45760,Ultra Street Fighter IV,1,2,2014
45760,Ultra Street Fighter IV,1,1,2014
45760,Ultra Street Fighter IV,1,0,2015
45760,Ultra Street Fighter IV,1,2,2014
45760,Ultra Street Fighter IV,1,2,2013
45760,Ultra Street Fighter IV,1,0,2014
275510,Z Steel Soldiers,1,2,2015
296770,Real Boxing‚Ñ¢,1,2,2015
244630,NEOTOKYO¬∞,0,1,2014
244630,NEOTOKYO¬∞,1,2,2014
244630,NEOTOKYO¬∞,1,2,2014
244630,NEOTOKYO¬∞,0,0,2014
260230,Valiant Hearts: The Great War‚Ñ¢ / Soldats Inconnus : M√©moires de la Grande Guerre‚Ñ¢,1,0,2014
260230,Valiant Hearts: The Great War‚Ñ¢ / Soldats Inconnus : M√©moires de la Grande Guerre‚Ñ¢,1,2,2015
260230,Valiant Hearts: The Great War‚Ñ¢ / Soldats Inconnus : M√©moires de la Grande Guerre‚Ñ¢,1,2,2014
260230,Valiant Hearts: The Great War‚Ñ¢ / Soldats Inconnus : M√©moires de la Grande Guerre‚Ñ¢,1,2,2015
260230,Valiant Hearts: The Great War‚Ñ¢ / Soldats Inconnus : M√©moires de la Grande Guerre‚Ñ¢,1,0,2014
260230,Valiant Hearts: The Great War‚Ñ¢ / Soldats Inconnus : M√©moires de la Grande Guerre‚Ñ¢,1,0,2015
260230,Valiant Hearts: The Great War‚Ñ¢ / Soldats Inconnus : M√©moires de la Grande Guerre‚Ñ¢,1,2,2015
260230,Valiant Hearts: The Great War‚Ñ¢ / Soldats Inconnus : M√©moires de la Grande Guerre‚Ñ¢,1,2,2015
260230,Valiant Hearts: The Great War‚Ñ¢ / Soldats Inconnus : M√©moires de la Grande Guerre‚Ñ¢,1,2,2015
260230,Valiant Hearts: The Great War‚Ñ¢ / Soldats Inconnus : M√©moires de la Grande Guerre‚Ñ¢,1,2,2015
260230,Valiant Hearts: The Great War‚Ñ¢ / Soldats Inconnus : M√©moires de la Grande Guerre‚Ñ¢,1,0,2015
260230,Valiant Hearts: The Great War‚Ñ¢ / Soldats Inconnus : M√©moires de la Grande Guerre‚Ñ¢,1,2,2014
260230,Valiant Hearts: The Great War‚Ñ¢ / Soldats Inconnus : M√©moires de la Grande Guerre‚Ñ¢,1,2,2014
260230,Valiant Hearts: The Great War‚Ñ¢ / Soldats Inconnus : M√©moires de la Grande Guerre‚Ñ¢,1,2,2014
260230,Valiant Hearts: The Great War‚Ñ¢ / Soldats Inconnus : M√©moires de la Grande Guerre‚Ñ¢,1,2,2015
260230,Valiant Hearts: The Great War‚Ñ¢ / Soldats Inconnus : M√©moires de la Grande Guerre‚Ñ¢,1,2,2014
260230,Valiant Hearts: The Great War‚Ñ¢ / Soldats Inconnus : M√©moires de la Grande Guerre‚Ñ¢,1,2,2014
260230,Valiant Hearts: The Great War‚Ñ¢ / Soldats Inconnus : M√©moires de la Grande Guerre‚Ñ¢,1,0,2015
260230,Valiant Hearts: The Great War‚Ñ¢ / Soldats Inconnus : M√©moires de la Grande Guerre‚Ñ¢,1,2,2015
260230,Valiant Hearts: The Great War‚Ñ¢ / Soldats Inconnus : M√©moires de la Grande Guerre‚Ñ¢,1,1,2014
260230,Valiant Hearts: The Great War‚Ñ¢ / Soldats Inconnus : M√©moires de la Grande Guerre‚Ñ¢,1,0,2015
260230,Valiant Hearts: The Great War‚Ñ¢ / Soldats Inconnus : M√©moires de la Grande Guerre‚Ñ¢,1,2,2014
260230,Valiant Hearts: The Great War‚Ñ¢ / Soldats Inconnus : M√©moires de la Grande Guerre‚Ñ¢,1,2,2014
260230,Valiant Hearts: The Great War‚Ñ¢ / Soldats Inconnus : M√©moires de la Grande Guerre‚Ñ¢,1,1,2014
269250,WORLD END ECONOMiCA episode.01,1,2,2015
285480,The Entente Gold,1,0,2015
239120,FINAL FANTASY III,1,2,2015
239120,FINAL FANTASY III,1,2,2014
288290,Super Game Jam,1,2,2014
275610,"Warhammer 40,000: Kill Team",0,1,2015
300900,Hippocampal: The White Sofa,1,1,2014
201810,Wolfenstein: The New Order,1,1,2015
201810,Wolfenstein: The New Order,1,2,2015
201810,Wolfenstein: The New Order,1,2,2014
201810,Wolfenstein: The New Order,0,0,2014
201810,Wolfenstein: The New Order,0,0,2015
201810,Wolfenstein: The New Order,1,1,2014
201810,Wolfenstein: The New Order,1,2,2015
201810,Wolfenstein: The New Order,1,0,2015
201810,Wolfenstein: The New Order,1,2,2015
201810,Wolfenstein: The New Order,1,2,2015
201810,Wolfenstein: The New Order,1,2,2015
201810,Wolfenstein: The New Order,1,0,2014
201810,Wolfenstein: The New Order,1,2,2014
201810,Wolfenstein: The New Order,1,2,2014
201810,Wolfenstein: The New Order,1,2,2014
201810,Wolfenstein: The New Order,1,0,2014
201810,Wolfenstein: The New Order,1,2,2015
201810,Wolfenstein: The New Order,1,2,2014
201810,Wolfenstein: The New Order,1,1,2015
201810,Wolfenstein: The New Order,1,2,2014
201810,Wolfenstein: The New Order,1,2,2014
201810,Wolfenstein: The New Order,1,2,2014
201810,Wolfenstein: The New Order,1,0,2014
201810,Wolfenstein: The New Order,1,2,2015
201810,Wolfenstein: The New Order,1,2,2015
201810,Wolfenstein: The New Order,0,2,2015
201810,Wolfenstein: The New Order,1,2,2014
201810,Wolfenstein: The New Order,1,1,2014
201810,Wolfenstein: The New Order,1,2,2014
201810,Wolfenstein: The New Order,1,2,2014
201810,Wolfenstein: The New Order,1,2,2014
201810,Wolfenstein: The New Order,1,2,2014
201810,Wolfenstein: The New Order,1,2,2014
201810,Wolfenstein: The New Order,1,2,2015
278080,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,1,0,2014
278080,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,1,1,2014
