release_date,generos,playtime_forever
2015,Adventure,2992
2015,Adventure,271
2015,Adventure,661
2015,Adventure,678
2015,Adventure,408
2015,Adventure,546
2015,Adventure,2090
2015,Adventure,408
2015,Adventure,1352
2015,Adventure,610
2015,Adventure,390
2015,Racing,35
2015,Action,4647
2015,Action,1980
2015,Sports,9910
2015,Sports,1083
2015,Sports,15651
2015,Sports,115
2015,Casual,14
2015,Casual,52
2015,Casual,6
2015,Casual,27
2015,Casual,22
2015,Casual,7
2015,Casual,18
2015,Casual,13
2015,Casual,25
2015,Indie,307
2015,Strategy,69
2010,Adventure,52
2015,RPG,1948
2015,Action,31
2015,Action,233
2015,Action,49
2015,Action,18
2015,Action,136
2015,Action,539
2015,Action,84
2015,Action,256
2015,Action,21
2015,Action,191
2015,Action,343
2015,Action,262
2015,Action,40
2015,Action,136
2015,Action,9
2015,Action,16
2015,Action,23
2015,Action,131
2015,Action,70
2015,Action,24
2005,Indie,0
2015,Indie,297
2015,Simulation,215
2015,Simulation,38
2015,Simulation,25104
2015,Simulation,85
2015,Simulation,61
2015,Simulation,9168
2015,Simulation,325
2015,Simulation,29018
2015,Simulation,156
2015,Simulation,22
2015,Simulation,77
2015,Strategy,22
2015,Strategy,211
2015,Strategy,914
2015,Strategy,1278
2015,Strategy,2427
2015,Strategy,365
2015,Strategy,13003
2015,Strategy,11
2015,Strategy,682
2015,Strategy,581
2015,Strategy,520
2015,Strategy,261
2015,Adventure,332
2015,Adventure,523
2015,,26
2015,,4105
2014,Indie,0
2015,Casual,112
2015,Casual,130
2015,Casual,8
2015,Casual,59
2015,Casual,7
2015,Casual,20
2015,Casual,103
2015,Casual,163
2015,Casual,67
2015,Casual,7
2015,Casual,7
2015,Casual,7
2015,Casual,7
2015,Casual,25
2015,Casual,46
2015,Casual,305
2015,Casual,621
2015,Strategy,33
2015,Action,913
2015,Casual,39
0,Action,1454
0,Action,2175
0,Action,194
0,Action,1798
0,Action,18287
0,Action,1204
0,Action,15
0,Action,188
0,Action,554
0,Action,44
0,Action,1238
0,Action,1397
0,Action,77
0,Action,5622
0,Action,1280
0,Action,859
0,Action,707
0,Action,961
0,Action,12
0,Action,281
0,Action,10
0,Action,622
0,Action,622
0,Action,622
0,Action,622
0,Action,25
0,Action,633
0,Action,672
0,Action,321
0,Action,10610
0,Action,10610
0,Action,10610
0,Action,10610
0,Action,6792
0,Action,4433
0,Action,2289
0,Action,4444
0,Action,20
0,Action,2055
0,Action,370
0,Action,788
0,Action,7793
0,Action,15876
0,Action,11
0,Action,3893
0,Action,2811
0,Action,1067
0,Action,362
0,Action,3591
0,Action,811
0,Action,1336
0,Action,264
0,Action,33
0,Action,5506
0,Action,9504
0,Action,294
0,Action,607
0,Action,23829
0,Action,10
0,Action,323
0,Action,3508
0,Action,23
0,Action,1965
0,Action,12492
0,Action,332
0,Action,108
0,Action,1642
0,Action,548
0,Action,9
0,Action,11
0,Action,227
0,Action,414
0,Action,1711
0,Action,1105
0,Action,1592
0,Action,5590
0,Action,413
0,Action,3063
0,Action,202
0,Action,138
0,Action,1684
0,Action,3533
0,Action,624
0,Action,25
0,Action,6840
0,Action,704
0,Action,1545
0,Action,26
0,Action,69
0,Action,2177
0,Action,137
0,Action,1705
0,Action,111
0,Action,2035
0,Action,265
0,Action,519
0,Action,61
0,Action,723
0,Action,195
0,Action,1126
0,Action,10869
0,Action,3229
0,Action,963
0,Action,2778
0,Action,1249
0,Action,10637
0,Action,1022
0,Action,310
0,Action,942
0,Action,16
0,Action,3168
0,Action,621
0,Action,655
0,Action,1993
0,Action,141
0,Action,6226
0,Action,755
0,Action,191
2015,Indie,799
2015,Indie,576
2015,Indie,1134
2015,Indie,20470
2015,Indie,1026
2015,Indie,474
2015,Indie,169
2015,Indie,2342
2015,Indie,7905
2015,Indie,116
2015,Indie,473
2015,Indie,7863
2015,Indie,80
2015,Casual,862
2015,RPG,141
2015,Adventure,241
2015,,42
2015,Action,869
2015,Action,694
2015,Action,519
2015,Action,34
2007,Indie,25
2007,Indie,113
2007,Indie,274
2007,Indie,375
2007,Indie,137
2007,Indie,154
2007,Indie,201
2007,Indie,23
2007,Indie,58
2007,Indie,681
2007,Indie,81
2007,Indie,139
2007,Indie,241
2007,Indie,121
1994,Action,28
2015,Action,3159
2015,Action,1427
2015,Action,1470
2015,Action,1470
2015,Action,1470
2015,Action,1470
2015,Action,3533
2015,Action,2255
2015,Action,1744
2015,Action,2973
2015,Action,5367
2015,Action,5194
2015,Action,436
2015,Action,693
2015,Action,530
2015,Action,1340
2015,Action,803
2015,Action,118
2015,Action,1003
2015,Action,1617
2015,Action,7755
2015,Action,1446
2015,Action,1196
2015,Action,3546
2015,Action,1652
2015,Action,1940
2015,Action,659
2015,Action,957
2015,Indie,10
2015,Indie,7
2011,Action,0
2001,Adventure,8
2015,RPG,3930
2015,RPG,1064
2015,RPG,2192
2015,RPG,818
2015,RPG,1917
2015,Action,1089
2015,Action,795
2015,Action,538
2015,Action,824
2015,Action,1055
2015,Action,277
2015,Action,780
2015,Action,939
2015,Action,848
2015,Action,848
2015,Action,848
2015,Action,848
2015,Action,1801
2015,Action,560
2015,Action,301
2015,Action,523
2015,Action,85
2015,Action,120
2015,Action,262
2015,Action,253
2015,Action,1162
2015,Action,848
2015,Action,684
2015,Action,713
2015,Action,771
2015,Action,1474
2015,Action,189
2015,Action,3963
2015,Action,982
2015,Action,1295
2015,Action,234
2015,Action,793
2015,Action,742
2015,Action,863
2015,Action,3159
2015,Action,642
2015,Action,754
2015,Indie,253
2015,Indie,45
2015,Action,10101
2014,Indie,5
2014,Indie,6
2014,Indie,6
2014,Indie,833
2014,Indie,60
2014,Indie,89
2014,Indie,46
2014,Indie,7
2014,Indie,18
2014,Indie,57
2015,Action,1
2015,Action,0
2015,Action,0
2015,Action,0
2015,Action,6
2015,Action,0
2015,Action,0
2015,Action,0
2015,Strategy,172
2015,Strategy,1413
2015,Strategy,12542
2015,Strategy,10893
2015,Strategy,741
2015,Strategy,17900
2015,Strategy,19446
2015,Strategy,9818
2015,Strategy,6973
2015,Strategy,27254
2015,Strategy,2520
2015,Strategy,3181
2015,Action,2162
2015,Action,54
2015,Action,4233
2015,Action,2106
2015,Action,4274
2015,Action,794
2015,Action,261
2015,Action,4705
2015,Action,4382
2015,Action,369
2015,Action,418
2015,Action,3660
2015,Action,135
2015,Action,287
2015,Action,3140
2015,Action,910
2015,Action,1585
2015,Action,28974
2015,Action,3409
2015,Action,6368
2015,Action,256
2015,Action,197
2015,Action,2673
2015,Action,1038
2015,Action,2121
2015,Action,325
2015,Action,10911
2015,Action,188
2015,Action,909
2015,Action,851
2015,Action,1351
2015,Action,496
2015,Action,1215
2015,Adventure,705
2015,Adventure,264
2015,Adventure,820
2015,Adventure,905
2015,Adventure,725
2015,,52768
2015,Simulation,1584
2015,Simulation,776
2015,Simulation,852
2015,Adventure,721
2015,Adventure,1149
2015,Adventure,283
2015,Adventure,824
2015,Action,179
2015,Action,1035
2015,Action,21
2015,Action,18934
2015,Action,418
2015,Action,802
2015,Action,189
2015,Action,1450
2015,Action,832
2015,Action,2448
2015,Action,758
2015,Action,308
2015,Action,40
2006,Simulation,113
2006,Simulation,5264
2006,Simulation,227
2006,Simulation,2104
2006,Simulation,33
2006,Simulation,625
2014,Action,1481
2012,Action,7
2012,Action,15
2012,Action,36
2012,Action,8
2012,Action,9
2012,Action,11
2012,Action,526
2012,Action,473
2012,Action,4
2012,Action,27
2012,Action,179
2012,Action,153
2012,Action,30
2012,Action,45
2012,Action,14
2014,Indie,12
2014,Adventure,1694
2014,Adventure,2561
2014,Adventure,683
2014,Adventure,983
2014,Adventure,310
2014,Adventure,1101
2014,Adventure,861
2014,Adventure,155
2014,Adventure,679
2014,Adventure,1886
2014,Adventure,3551
2014,Adventure,1131
2014,Adventure,1304
2014,Adventure,264
2014,Adventure,853
2014,Adventure,1039
2014,Adventure,235
2014,Adventure,936
2014,Adventure,654
2014,Indie,314
2014,Indie,40
2014,Action,347
2014,Action,743
2014,Action,628
2014,Adventure,2719
2014,Adventure,4626
2014,Adventure,1281
2014,Adventure,629
2014,Adventure,6634
2014,Adventure,580
2014,Adventure,614
2014,Adventure,155
2014,Adventure,1458
2014,Adventure,1139
2014,Adventure,1049
2014,Adventure,1823
2014,Adventure,610
2014,Adventure,1184
2014,Adventure,636
2014,Adventure,530
2014,Adventure,796
2014,Adventure,1311
2014,Adventure,696
2014,Adventure,235
2014,Adventure,676
2014,Adventure,646
2014,Adventure,417
2014,Adventure,751
2014,Adventure,861
2014,Adventure,1971
2014,Adventure,13020
2014,Adventure,1033
2014,Adventure,950
2014,Adventure,2172
2014,Adventure,181
2014,Adventure,251
2014,Adventure,630
2014,Adventure,789
2014,Adventure,273
2014,Adventure,594
2014,Adventure,2149
2014,Adventure,362
2014,Adventure,1210
2014,Adventure,1179
2014,RPG,6577
2014,Indie,22
2014,Indie,76
2014,Indie,288
2014,Indie,126
2014,Indie,166
2014,Indie,54
2014,Indie,49
2014,Indie,104
2014,Indie,115
2014,Indie,1280
2014,Indie,22
2014,Indie,417
2014,Indie,48
2014,Indie,48
2014,Indie,48
2014,Indie,48
2014,Indie,401
2014,Indie,189
2014,Indie,1163
2014,Indie,569
2014,Indie,352
2014,Indie,126
2014,Indie,227
2014,Indie,184
2014,Indie,54
2014,Indie,90
2014,Indie,121
2014,Indie,977
2014,Indie,177
2014,Indie,395
2014,Indie,1915
2014,Indie,68
2014,Indie,99
2014,Indie,768
2014,Indie,2402
2014,Indie,256
2014,Indie,285
2014,Indie,35
2014,Indie,122
2014,Indie,793
2014,Indie,101
2014,Indie,240
2014,Indie,37
2014,Indie,2177
2014,Indie,158
2014,Indie,1831
2014,Indie,285
2014,Indie,92
2014,Indie,754
2014,Indie,667
2014,Indie,70
2014,Indie,201
2014,Indie,113
2014,Indie,182
2014,Action,850
2014,Action,386
2014,Action,227
2014,Action,1615
2014,Action,567
2014,Action,69
2014,Action,645
2014,Action,1411
2014,Action,968
2014,Action,821
2014,Action,305
2014,Action,48
2014,Action,91
2014,Action,1718
2014,Action,8
2014,Action,182
2014,Action,860
2014,Action,49
2014,Action,1119
2014,Action,548
2014,Action,302
2014,Action,4068
2014,Action,85
2014,Action,1559
2014,Action,37
2014,Action,2038
2014,Action,74
2014,Action,110
2014,Action,376
2014,Action,565
2014,Action,44
2014,Action,454
2014,Action,624
2014,Action,384
2014,Action,673
2014,Action,388
2014,Action,1251
2014,Action,421
2014,Action,554
2014,Action,705
2014,Action,1613
2014,Action,326
2014,Action,632
2014,Action,15
2014,Action,691
2014,Action,643
2014,Action,352
2014,Action,354
2014,Action,489
2014,Action,623
2014,Action,488
2014,Action,140
2014,Action,427
2014,Action,697
2014,Action,15
2014,Action,36
2014,Action,99
2014,Action,276
2014,Action,444
2014,Action,609
2014,Action,605
2014,Strategy,5765
2014,Strategy,1966
2014,Strategy,997
2014,Strategy,23
2014,Strategy,6219
2014,Strategy,537
2014,Strategy,2320
2014,Strategy,612
2014,Strategy,316
2014,Strategy,811
2014,Strategy,162
2014,Strategy,20753
2014,Strategy,2314
2014,Strategy,2287
2014,Strategy,862
2014,Strategy,10305
2014,Strategy,1130
2014,Strategy,3108
2014,Strategy,53610
2014,Strategy,289
2014,Strategy,680
2014,Strategy,20055
2014,Adventure,479
2014,Adventure,1258
2014,Adventure,44
2014,Adventure,908
2014,Adventure,361
2014,Adventure,1089
2014,Adventure,221
2014,Adventure,120
2014,Action,2282
2014,Action,1199
2014,Action,2045
2014,Action,116
2014,Action,1172
2014,Action,2272
2014,Action,1282
2014,Action,4673
2014,Action,464
2014,Action,2165
2014,Action,412
2014,Action,1056
2014,Action,173
2014,Action,498
2014,Action,1380
2014,Action,364
2014,Action,201
2014,Action,3097
2014,Action,47
2014,Action,144
2014,Action,81
2014,Action,234
2014,Action,1759
2014,Action,1085
2014,Action,2108
2014,Action,3249
2014,Action,294
2014,Action,988
2014,Action,330
2014,Action,3105
2014,Action,431
2014,Action,1393
2014,RPG,458
2014,RPG,533
2014,RPG,532
2014,RPG,5866
2014,RPG,3708
2014,RPG,581
2014,RPG,120
2014,RPG,104
2014,RPG,980
2014,Action,485
2014,Action,640
2014,Action,2418
2014,Action,380
2014,Action,886
2012,Casual,205
2006,Action,50
2010,Action,306
2010,Action,2476
2010,Action,74
2010,Action,4842
2010,Action,2781
2010,Action,232
2010,Action,440
2010,Action,41
2010,Action,1092
2010,Action,3997
2010,Action,928
2010,Action,941
2010,Action,135
2010,Action,135
2010,Action,75
2010,Action,145
2010,Action,719
2010,Action,1272
2010,Action,2085
2010,Action,110
2010,Action,369
2010,Action,925
2010,Action,362
2010,Action,10
2010,Action,38
2010,Action,391
2010,Action,32
2010,Action,13
2014,RPG,567
2014,RPG,1880
2014,Action,1323
2014,Action,510
2014,Action,1314
2014,Action,1314
2014,Action,1314
2014,Action,1314
2014,Action,1051
2014,Action,761
2014,Action,2618
2014,Action,2989
2014,Action,912
2014,Action,107
2014,Action,786
2014,Action,9746
2014,Action,597
2014,Action,3414
2005,Racing,72
2005,Racing,131
2014,Action,1752
2014,Action,2105
2014,Action,20104
2014,Action,6575
2014,Action,1976
2014,Action,13015
2014,Action,152
2014,Action,18083
2014,Action,11274
2014,Action,619
2014,Action,4058
2014,Action,10005
2014,Action,150
2014,Action,20665
2014,Action,2429
2014,Action,7380
2014,Action,2664
2014,Strategy,610
2014,Sports,354
2014,Action,31
2014,Action,82
2014,Action,75
2014,Action,9
2014,Adventure,436
2014,Adventure,413
2014,Adventure,426
2014,Adventure,536
2014,Adventure,616
2014,Adventure,360
2014,Adventure,362
2014,Adventure,387
2014,Adventure,1004
2014,Adventure,95
2014,Adventure,356
2014,Adventure,705
2014,Adventure,452
2014,Adventure,773
2014,Adventure,516
2014,Adventure,463
2014,Adventure,280
2014,Adventure,472
2014,Adventure,545
2014,Adventure,1057
2014,Adventure,399
2014,Adventure,1135
2014,Adventure,600
2014,Adventure,851
2014,Indie,73
2003,Strategy,155
2014,RPG,6886
2014,RPG,2844
2014,Indie,441
2014,Action,139
2014,Indie,38
2014,Action,1115
2014,Action,2056
2014,Action,931
2014,Action,1297
2014,Action,1043
2014,Action,839
2014,Action,1154
2014,Action,2709
2014,Action,649
2014,Action,744
2014,Action,1120
2014,Action,751
2014,Action,1419
2014,Action,872
2014,Action,75
2014,Action,1053
2014,Action,523
2014,Action,337
2014,Action,2676
2014,Action,1662
2014,Action,1194
2014,Action,480
2014,Action,3335
2014,Action,3422
2014,Action,5006
2014,Action,38
2014,Action,2319
2014,Action,1625
2014,Action,1042
2014,Action,1454
2014,Action,598
2014,Action,1733
2014,Action,705
2014,Action,1282
2014,Action,1702
2014,Action,513
2014,Action,3854
2014,Action,1655
2014,Action,1388
2014,Action,132
2014,Action,6704
2014,Action,6345
2014,Action,3973
2014,Action,9395
2014,Action,6231
1991,Action,41
2014,,1604
2014,,3383
2014,Indie,132
2014,Indie,194
2014,Indie,249
2014,RPG,1230
2014,RPG,1556
2014,RPG,1578
2014,RPG,3194
2014,RPG,550
2014,RPG,59
2014,RPG,105
2014,RPG,1910
2014,Strategy,45
2014,Racing,1271
2014,Racing,4724
2014,Racing,5020
2014,Racing,2028
2014,Strategy,6523
2014,Strategy,2139
2014,Strategy,18284
2014,Strategy,1072
2014,Strategy,540
2014,Strategy,2892
2014,Strategy,5335
2014,Strategy,3620
2014,Strategy,18447
2014,Strategy,41472
2014,Strategy,6507
2014,Strategy,627
2014,Strategy,5030
2003,Strategy,128
2003,Strategy,152
2005,Strategy,42
2014,Indie,457
2014,Indie,161
2014,Indie,44
2014,Indie,1191
2014,Indie,6
2014,Indie,11
2014,Indie,5189
2008,Action,33
2014,Action,611
2014,Action,191
2014,Action,398
2014,Action,282
2014,Action,278
2014,Action,23
2014,Action,251
2014,Action,514
2014,Action,314
2014,Action,180
2014,Action,100
2014,Action,448
2014,Action,533
2014,Action,328
2014,Action,524
2014,Action,335
2014,Action,368
2014,Action,7
2014,Action,70
2014,Action,444
2014,Action,426
2014,Action,1038
2014,Action,88
2014,Action,319
2014,Action,68
2014,Action,68
2014,Action,68
2014,Action,68
2014,Action,351
2014,Action,1555
2014,Action,2037
2014,Action,639
2014,Action,436
2014,Action,342
2014,Action,1002
2014,Action,769
2014,Action,419
2014,Action,449
2014,Action,311
2014,Action,186
2014,Action,377
2014,Action,42
2014,Action,669
2014,Action,2024
2014,Action,363
2014,Action,198
2014,Action,152
2014,Action,427
2014,Action,676
2014,Action,225
2014,Action,334
2014,Action,348
2014,Action,38
2014,Action,766
2014,Action,371
2014,Action,680
2014,Action,529
2014,Action,31
2014,Action,968
2014,Action,65
2014,Action,444
2014,Action,482
2014,Action,1388
2014,Action,51
2014,Action,458
2014,Action,1230
2014,Action,304
2014,Action,311
2014,Action,643
2014,Action,41
2014,Action,82
2014,Action,382
2014,Action,442
2014,Action,1443
2014,Action,588
2014,Action,81
2014,Action,40
2014,Action,562
2014,,377
2014,,213
2014,,213
2014,,213
2014,,213
2014,,264
2014,,79
2014,,108
2014,,76
2014,,284
2014,,118
2014,,267
2014,,73
2014,,34
2014,,146
2014,,255
2014,,65
2014,,163777
2014,,286
2014,,53
2014,,148
2014,,85
2014,,371
2014,,35
2014,,7
2014,,72
2014,,339
2014,,234
2014,,189
2014,,122
2014,,82
2014,,24
2014,,89
2014,,99
2011,Strategy,1116
2014,,2000
2014,,37
2014,Indie,114
2011,Adventure,99
2011,Adventure,249
2011,Adventure,1235
2011,Adventure,70
2011,Adventure,2755
2011,Adventure,253
2011,Adventure,96
2011,Adventure,216
2011,Adventure,505
2011,Adventure,61
2011,Adventure,153
2014,,2216
2014,,11711
2014,Simulation,5
2014,Strategy,22
2014,Indie,137
2008,Action,105
2008,Action,74
2014,RPG,1418
2014,RPG,1719
2014,RPG,3763
2014,Action,1732
2014,Action,7287
2014,Action,3027
2014,Action,27
2014,Action,1972
2014,Action,42
2014,Action,3453
2014,Action,988
2014,Action,360
2014,Action,550
2014,Action,1756
2014,Action,654
2014,Action,1190
2014,Action,1852
2014,Action,1658
2014,Action,2614
2014,Action,1763
2014,Action,2222
2014,Action,540
2014,Action,1573
2014,Action,587
0,,196
2013,Adventure,506
2013,Adventure,835
2013,Adventure,528
2013,Adventure,1491
2013,Adventure,1491
2013,Adventure,1491
2013,Adventure,1491
2013,Adventure,1491
2013,Adventure,1491
2013,Adventure,1491
2013,Adventure,1491
2013,Adventure,1491
2013,Adventure,794
2013,Adventure,1118
2013,Adventure,923
2013,Adventure,1190
2013,Adventure,1190
2013,Adventure,1190
2013,Adventure,1190
2013,Adventure,628
2013,Adventure,795
2013,Adventure,685
2013,Adventure,513
2013,Adventure,1430
2013,Adventure,1551
2013,Adventure,549
2013,Adventure,634
2013,Adventure,766
2013,Adventure,119
2013,Adventure,243
2013,Adventure,894
2013,Adventure,1376
2013,Adventure,1131
2013,Adventure,453
2013,Adventure,689
2013,Adventure,8185
2013,Adventure,3061
2013,Adventure,1220
2013,Adventure,840
2013,Adventure,1812
2013,Adventure,550
2013,Adventure,918
2013,Adventure,773
2013,Adventure,423
2013,Adventure,512
2013,Adventure,681
2013,Adventure,3380
2013,Adventure,674
2013,Adventure,2484
2013,Adventure,703
2013,Adventure,565
2013,Adventure,906
2013,Adventure,1159
2013,Adventure,1926
2013,Adventure,1220
2013,Adventure,614
2013,Adventure,702
2013,Adventure,532
2013,Adventure,740
2013,Adventure,3942
2013,Adventure,673
2013,Adventure,532
2013,Adventure,247
2013,Adventure,1346
2013,Adventure,608
2013,Adventure,510
2013,Adventure,566
2013,Adventure,1863
2013,Adventure,840
2013,Adventure,1148
2013,Adventure,331
2013,Adventure,1382
2013,Adventure,564
2013,Adventure,1962
2013,Adventure,2501
2013,Adventure,1087
2013,Adventure,1861
2013,Adventure,726
2013,Adventure,864
2013,Adventure,502
2013,Adventure,313
2013,Adventure,609
2013,Adventure,2962
2013,Adventure,622
2013,Adventure,1251
2013,Adventure,2087
2013,Adventure,646
2013,Adventure,1000
2013,Adventure,705
2013,Adventure,1342
2013,Adventure,553
2013,Adventure,3194
2013,Adventure,427
2013,Adventure,607
2013,Adventure,1177
2013,Adventure,178
2013,Adventure,900
2013,Adventure,377
2013,Adventure,900
2013,Adventure,896
2013,Adventure,334
2013,Adventure,672
2013,Adventure,1128
2013,Indie,219
2013,Simulation,957
2013,Simulation,3833
2013,Simulation,98197
2013,Simulation,50871
2013,Simulation,64178
2013,Simulation,367
2013,RPG,1492
2013,RPG,3443
2013,RPG,3082
2013,RPG,6982
2013,RPG,91
2013,RPG,357
2013,RPG,177
2013,RPG,17
2013,RPG,22390
2013,Simulation,214
2013,Action,878
2013,Action,335
2013,Action,134
2013,Action,863
2013,Action,699
2013,Action,1213
2013,Action,772
2013,Action,154
2013,Action,627
2013,Action,299
2013,,65
2013,Simulation,1408
2013,Simulation,142
2013,Action,71
2013,Action,1129
2013,Racing,25
2010,Simulation,145
2013,Racing,946
2013,Racing,988
2013,Racing,1583
2001,Strategy,14
2000,Action,945
2003,RPG,9
2003,RPG,5
2003,RPG,94
2003,RPG,7
2003,RPG,76
2003,RPG,28
2003,RPG,676
2003,RPG,1098
2013,Indie,314
2013,Action,794
2013,Action,106
2013,Action,2193
2013,Action,2193
2013,Action,2193
2013,Action,2193
2013,Action,322
2013,Action,232
2013,Action,98
2013,Action,3749
2013,Action,176
2013,Action,2506
2013,Action,715
2013,Action,12
2013,Action,367
2013,Action,13
2013,Action,186
2013,Action,634
2013,Action,28
2013,Action,223
2013,Action,21
2013,Action,63
2013,Action,121
2013,Action,1046
2013,Action,1044
2013,Action,245
2013,Action,625
2013,Action,1375
2013,Action,2484
2013,Action,469
2013,Action,235
2013,Action,235
2013,Action,235
2013,Action,235
2013,Action,454
2013,Action,766
2013,Action,153
2013,Action,631
2013,Action,1101
2013,Action,98
2013,Action,944
2013,Action,10
2013,Action,1632
2013,Action,217
2013,Action,467
2013,Action,1261
2013,Action,112
2013,Action,1470
2013,Action,170
2013,Action,693
2013,Action,49
2013,Action,309
2013,Action,298
2013,Action,26
2013,Action,22
2013,Action,400
2013,Action,841
2013,Action,587
2013,Action,22
2013,Action,1055
2013,Action,383
2013,Action,471
2013,Action,465
2013,Action,1747
2013,Action,507
2013,Action,1568
2013,Action,491
2013,Action,260
2013,Action,2210
2013,Action,870
2013,Simulation,15
2013,Simulation,54
2013,,7025
2013,Action,5302
2013,Action,3840
2013,Action,218
2013,Action,3139
2013,Action,1804
2013,Action,1912
2013,Strategy,10354
2013,Strategy,3914
2013,Strategy,3085
2013,Strategy,45216
2013,Strategy,13548
2013,Strategy,9274
2013,Strategy,4889
2013,Strategy,28351
2013,Strategy,2009
2013,Strategy,24843
2013,Strategy,41322
2013,Strategy,12409
2013,Strategy,5265
2013,Strategy,19018
2013,Strategy,19018
2013,Strategy,19018
2013,Strategy,19018
2013,Strategy,9406
2013,Strategy,9406
2013,Strategy,9406
2013,Strategy,9406
2013,Strategy,3250
2013,Strategy,7030
2013,Strategy,1799
2013,Strategy,13468
2013,Strategy,207
2013,Strategy,3142
2013,Strategy,6769
2013,Strategy,8716
2013,Strategy,9376
2013,Strategy,9880
2013,Strategy,5706
2013,Strategy,11957
2013,Strategy,1009
2013,Strategy,58592
2013,Strategy,12747
2013,Strategy,3640
2013,Strategy,6021
2013,Strategy,1015
2013,Strategy,29590
2013,Strategy,6834
2013,Strategy,7922
2013,Strategy,10921
2013,Strategy,20521
2013,Strategy,8895
2013,Strategy,103064
2013,Strategy,2806
2013,Strategy,12540
2013,Strategy,5856
2013,Strategy,9787
2013,Strategy,9608
2013,Strategy,13734
2013,Strategy,51498
2013,Strategy,14698
2013,Strategy,6598
2013,Strategy,5934
2013,Strategy,69934
2013,Strategy,62311
2013,Strategy,1157
2013,Strategy,21975
2013,Strategy,8825
2013,Strategy,500
2013,Strategy,693
2013,Strategy,5950
2013,Strategy,2616
2013,Strategy,2818
2013,Strategy,7865
2013,Strategy,5147
2013,Strategy,2759
2013,Strategy,1526
2013,Strategy,29174
2013,Strategy,4229
2013,Strategy,12286
2013,Strategy,758
2013,Strategy,23553
2013,Strategy,8512
2013,Strategy,1536
2013,Strategy,13035
2013,Strategy,13982
2013,Strategy,9774
2013,Indie,334
2013,Action,2023
2013,Action,1004
2013,Action,57
2013,Action,494
2013,Action,1053
2013,Action,516
2013,Indie,6193
2013,Indie,2831
2013,Indie,1036
2013,Indie,2923
2013,Indie,3818
2013,Indie,5571
2013,Indie,2488
2013,Indie,2488
2013,Indie,2488
2013,Indie,2488
2013,Indie,4569
2013,Indie,3393
2013,Indie,304
2013,Indie,159
2013,Indie,9439
2013,Indie,3829
2013,Indie,3563
2013,Indie,3173
2013,Indie,4089
2013,Indie,1038
2013,Indie,3738
2013,Indie,489
2013,Indie,1930
2013,Indie,978
2013,Indie,366
2013,Strategy,25
2013,Strategy,2040
2013,Strategy,1524
2013,Strategy,3064
2013,Strategy,2412
2013,Strategy,789
2013,Strategy,430
2013,Strategy,371
2013,Strategy,2374
2013,Strategy,6483
2013,Strategy,5302
2013,Strategy,2355
2013,Strategy,8375
2013,Strategy,4652
2013,Strategy,1247
2013,Strategy,3581
2013,Strategy,2253
2013,Strategy,2532
2013,Strategy,3156
2013,Strategy,159
2013,Action,360
2013,Action,889
2013,Action,305
2013,Action,568
2013,Action,281
2013,Action,693
2013,Action,710
2013,Action,1444
2013,Action,349
2013,Action,274
2013,Action,1022
2013,Action,589
2013,Action,797
2013,Action,2146
2013,Action,279
2013,Action,338
2013,Action,345
2013,Action,360
2013,Action,388
2013,Action,292
2013,Action,273
2013,Action,256
2013,Action,413
2013,Action,332
2013,Action,107
2013,Action,693
2013,Action,712
2013,Action,109
2013,Indie,40
2013,Indie,743
2013,Indie,97
2013,Indie,302
2013,Indie,128
2013,Indie,143
2013,Indie,68
2013,Indie,1262
2013,Indie,515
2013,Indie,129
2013,Indie,14
2013,Indie,648
2013,Indie,609
2013,Indie,583
2013,Indie,33
2013,Indie,976
2013,Indie,189
2013,Indie,1161
2013,Indie,58
2013,Indie,145
2013,Indie,944
2013,Indie,42
2013,Indie,420
2013,Indie,134
2013,Indie,503
2013,Indie,30
2013,Indie,727
2013,Indie,85
2013,Indie,136
2013,Indie,735
2013,Action,91
2013,Strategy,6528
2013,Strategy,1225
2013,Strategy,2938
2013,Strategy,3895
2013,Strategy,20900
2013,Strategy,5518
2013,Strategy,9361
2013,Strategy,1635
2013,Strategy,4176
2013,Strategy,2901
2013,Strategy,1661
2013,Strategy,20810
2013,Strategy,9758
2013,Strategy,3950
2013,Strategy,3950
2013,Strategy,3950
2013,Strategy,3950
2013,Strategy,2161
2013,Strategy,17106
2013,Strategy,8393
2013,Strategy,8365
2013,Strategy,6338
2013,Strategy,4232
2013,Strategy,625
2013,Strategy,2135
2013,Strategy,11985
2013,Strategy,1356
2013,Strategy,3494
2013,Strategy,9616
2013,Strategy,11127
2013,Strategy,2518
2013,Strategy,18
2013,Strategy,5791
2013,Strategy,5791
2013,Strategy,5791
2013,Strategy,5791
2013,Strategy,10264
2013,Strategy,790
2013,Strategy,4664
2013,Strategy,4519
2013,Strategy,19274
2013,Strategy,4229
2013,Strategy,4471
2013,Strategy,6031
2013,Strategy,1556
2013,Strategy,935
2013,Strategy,13226
2013,Strategy,1867
2013,Strategy,1455
2013,Strategy,2422
2013,Strategy,4248
2013,Strategy,3411
2013,Strategy,4270
2013,Strategy,3702
2013,Strategy,3001
2013,Strategy,8524
2013,Strategy,2282
2013,Strategy,1049
2013,Strategy,29045
2013,Strategy,5677
2013,Strategy,42443
2013,Strategy,10780
2013,Strategy,1172
2013,Strategy,1373
2013,Strategy,3585
2013,Strategy,5466
2013,Strategy,2496
